day,status,count,first_day,date
350 days,Schutz gegen Infektion,37059,2020-02-27,2021-02-11
350 days,Schutz gegen schwere Krankheit,3792,2020-02-27,2021-02-11
351 days,Kein Schutz,155750,2020-02-27,2021-02-12
351 days,Schutz gegen Infektion,37063,2020-02-27,2021-02-12
351 days,Schutz gegen schwere Krankheit,3922,2020-02-27,2021-02-12
352 days,Kein Schutz,155239,2020-02-27,2021-02-13
352 days,Schutz gegen Infektion,37085,2020-02-27,2021-02-13
352 days,Schutz gegen schwere Krankheit,4411,2020-02-27,2021-02-13
353 days,Kein Schutz,154634,2020-02-27,2021-02-14
353 days,Schutz gegen Infektion,37100,2020-02-27,2021-02-14
353 days,Schutz gegen schwere Krankheit,5001,2020-02-27,2021-02-14
354 days,Kein Schutz,153603,2020-02-27,2021-02-15
354 days,Schutz gegen Infektion,37093,2020-02-27,2021-02-15
354 days,Schutz gegen schwere Krankheit,6039,2020-02-27,2021-02-15
355 days,Kein Schutz,152751,2020-02-27,2021-02-16
355 days,Schutz gegen Infektion,37115,2020-02-27,2021-02-16
355 days,Schutz gegen schwere Krankheit,6869,2020-02-27,2021-02-16
356 days,Kein Schutz,152457,2020-02-27,2021-02-17
356 days,Schutz gegen Infektion,37166,2020-02-27,2021-02-17
356 days,Schutz gegen schwere Krankheit,7112,2020-02-27,2021-02-17
357 days,Kein Schutz,152260,2020-02-27,2021-02-18
357 days,Schutz gegen Infektion,37416,2020-02-27,2021-02-18
357 days,Schutz gegen schwere Krankheit,7059,2020-02-27,2021-02-18
358 days,Kein Schutz,151403,2020-02-27,2021-02-19
358 days,Schutz gegen Infektion,37916,2020-02-27,2021-02-19
358 days,Schutz gegen schwere Krankheit,7416,2020-02-27,2021-02-19
359 days,Kein Schutz,150964,2020-02-27,2021-02-20
359 days,Schutz gegen Infektion,38694,2020-02-27,2021-02-20
359 days,Schutz gegen schwere Krankheit,7077,2020-02-27,2021-02-20
360 days,Kein Schutz,150773,2020-02-27,2021-02-21
360 days,Schutz gegen Infektion,39790,2020-02-27,2021-02-21
360 days,Schutz gegen schwere Krankheit,6172,2020-02-27,2021-02-21
361 days,Kein Schutz,150663,2020-02-27,2021-02-22
361 days,Schutz gegen Infektion,40466,2020-02-27,2021-02-22
361 days,Schutz gegen schwere Krankheit,5606,2020-02-27,2021-02-22
362 days,Kein Schutz,150580,2020-02-27,2021-02-23
362 days,Schutz gegen Infektion,40570,2020-02-27,2021-02-23
362 days,Schutz gegen schwere Krankheit,5585,2020-02-27,2021-02-23
363 days,Kein Schutz,150511,2020-02-27,2021-02-24
363 days,Schutz gegen Infektion,41091,2020-02-27,2021-02-24
363 days,Schutz gegen schwere Krankheit,5133,2020-02-27,2021-02-24
364 days,Kein Schutz,150242,2020-02-27,2021-02-25
364 days,Schutz gegen Infektion,41916,2020-02-27,2021-02-25
364 days,Schutz gegen schwere Krankheit,4577,2020-02-27,2021-02-25
365 days,Kein Schutz,149855,2020-02-27,2021-02-26
365 days,Schutz gegen Infektion,42136,2020-02-27,2021-02-26
365 days,Schutz gegen schwere Krankheit,4744,2020-02-27,2021-02-26
366 days,Kein Schutz,149488,2020-02-27,2021-02-27
366 days,Schutz gegen Infektion,42280,2020-02-27,2021-02-27
366 days,Schutz gegen schwere Krankheit,4967,2020-02-27,2021-02-27
367 days,Kein Schutz,149213,2020-02-27,2021-02-28
367 days,Schutz gegen Infektion,42350,2020-02-27,2021-02-28
367 days,Schutz gegen schwere Krankheit,5172,2020-02-27,2021-02-28
368 days,Kein Schutz,149052,2020-02-27,2021-03-01
368 days,Schutz gegen Infektion,42421,2020-02-27,2021-03-01
368 days,Schutz gegen schwere Krankheit,5262,2020-02-27,2021-03-01
369 days,Kein Schutz,148972,2020-02-27,2021-03-02
369 days,Schutz gegen Infektion,42547,2020-02-27,2021-03-02
369 days,Schutz gegen schwere Krankheit,5216,2020-02-27,2021-03-02
370 days,Kein Schutz,148794,2020-02-27,2021-03-03
370 days,Schutz gegen Infektion,42826,2020-02-27,2021-03-03
370 days,Schutz gegen schwere Krankheit,5115,2020-02-27,2021-03-03
371 days,Kein Schutz,148549,2020-02-27,2021-03-04
371 days,Schutz gegen Infektion,43238,2020-02-27,2021-03-04
371 days,Schutz gegen schwere Krankheit,4948,2020-02-27,2021-03-04
372 days,Kein Schutz,148207,2020-02-27,2021-03-05
372 days,Schutz gegen Infektion,43660,2020-02-27,2021-03-05
372 days,Schutz gegen schwere Krankheit,4868,2020-02-27,2021-03-05
373 days,Kein Schutz,147890,2020-02-27,2021-03-06
373 days,Schutz gegen Infektion,43842,2020-02-27,2021-03-06
373 days,Schutz gegen schwere Krankheit,5003,2020-02-27,2021-03-06
374 days,Kein Schutz,147735,2020-02-27,2021-03-07
374 days,Schutz gegen Infektion,43872,2020-02-27,2021-03-07
374 days,Schutz gegen schwere Krankheit,5128,2020-02-27,2021-03-07
375 days,Kein Schutz,147689,2020-02-27,2021-03-08
375 days,Schutz gegen Infektion,43938,2020-02-27,2021-03-08
375 days,Schutz gegen schwere Krankheit,5108,2020-02-27,2021-03-08
376 days,Kein Schutz,147641,2020-02-27,2021-03-09
376 days,Schutz gegen Infektion,44075,2020-02-27,2021-03-09
376 days,Schutz gegen schwere Krankheit,5019,2020-02-27,2021-03-09
377 days,Kein Schutz,147438,2020-02-27,2021-03-10
377 days,Schutz gegen Infektion,44409,2020-02-27,2021-03-10
377 days,Schutz gegen schwere Krankheit,4888,2020-02-27,2021-03-10
378 days,Kein Schutz,147029,2020-02-27,2021-03-11
378 days,Schutz gegen Infektion,44903,2020-02-27,2021-03-11
378 days,Schutz gegen schwere Krankheit,4803,2020-02-27,2021-03-11
379 days,Kein Schutz,146639,2020-02-27,2021-03-12
379 days,Schutz gegen Infektion,45186,2020-02-27,2021-03-12
379 days,Schutz gegen schwere Krankheit,4910,2020-02-27,2021-03-12
380 days,Kein Schutz,146480,2020-02-27,2021-03-13
380 days,Schutz gegen Infektion,45342,2020-02-27,2021-03-13
380 days,Schutz gegen schwere Krankheit,4913,2020-02-27,2021-03-13
381 days,Kein Schutz,146436,2020-02-27,2021-03-14
381 days,Schutz gegen Infektion,45391,2020-02-27,2021-03-14
381 days,Schutz gegen schwere Krankheit,4908,2020-02-27,2021-03-14
382 days,Kein Schutz,146360,2020-02-27,2021-03-15
382 days,Schutz gegen Infektion,45508,2020-02-27,2021-03-15
382 days,Schutz gegen schwere Krankheit,4867,2020-02-27,2021-03-15
383 days,Kein Schutz,146313,2020-02-27,2021-03-16
383 days,Schutz gegen Infektion,45935,2020-02-27,2021-03-16
383 days,Schutz gegen schwere Krankheit,4487,2020-02-27,2021-03-16
384 days,Kein Schutz,146360,2020-02-27,2021-03-17
384 days,Schutz gegen Infektion,46445,2020-02-27,2021-03-17
384 days,Schutz gegen schwere Krankheit,3930,2020-02-27,2021-03-17
385 days,Kein Schutz,146318,2020-02-27,2021-03-18
385 days,Schutz gegen Infektion,46733,2020-02-27,2021-03-18
385 days,Schutz gegen schwere Krankheit,3684,2020-02-27,2021-03-18
386 days,Kein Schutz,146292,2020-02-27,2021-03-19
386 days,Schutz gegen Infektion,46930,2020-02-27,2021-03-19
386 days,Schutz gegen schwere Krankheit,3513,2020-02-27,2021-03-19
387 days,Kein Schutz,146268,2020-02-27,2021-03-20
387 days,Schutz gegen Infektion,47045,2020-02-27,2021-03-20
387 days,Schutz gegen schwere Krankheit,3422,2020-02-27,2021-03-20
388 days,Kein Schutz,146273,2020-02-27,2021-03-21
388 days,Schutz gegen Infektion,47113,2020-02-27,2021-03-21
388 days,Schutz gegen schwere Krankheit,3349,2020-02-27,2021-03-21
389 days,Kein Schutz,146226,2020-02-27,2021-03-22
389 days,Schutz gegen Infektion,47227,2020-02-27,2021-03-22
389 days,Schutz gegen schwere Krankheit,3282,2020-02-27,2021-03-22
390 days,Kein Schutz,146288,2020-02-27,2021-03-23
390 days,Schutz gegen Infektion,47373,2020-02-27,2021-03-23
390 days,Schutz gegen schwere Krankheit,3074,2020-02-27,2021-03-23
391 days,Kein Schutz,146254,2020-02-27,2021-03-24
391 days,Schutz gegen Infektion,47577,2020-02-27,2021-03-24
391 days,Schutz gegen schwere Krankheit,2904,2020-02-27,2021-03-24
392 days,Kein Schutz,146203,2020-02-27,2021-03-25
392 days,Schutz gegen Infektion,47797,2020-02-27,2021-03-25
392 days,Schutz gegen schwere Krankheit,2735,2020-02-27,2021-03-25
393 days,Kein Schutz,145924,2020-02-27,2021-03-26
393 days,Schutz gegen Infektion,48027,2020-02-27,2021-03-26
393 days,Schutz gegen schwere Krankheit,2784,2020-02-27,2021-03-26
394 days,Kein Schutz,145265,2020-02-27,2021-03-27
394 days,Schutz gegen Infektion,48183,2020-02-27,2021-03-27
394 days,Schutz gegen schwere Krankheit,3287,2020-02-27,2021-03-27
395 days,Kein Schutz,145044,2020-02-27,2021-03-28
395 days,Schutz gegen Infektion,48272,2020-02-27,2021-03-28
395 days,Schutz gegen schwere Krankheit,3419,2020-02-27,2021-03-28
396 days,Kein Schutz,144948,2020-02-27,2021-03-29
396 days,Schutz gegen Infektion,48413,2020-02-27,2021-03-29
396 days,Schutz gegen schwere Krankheit,3374,2020-02-27,2021-03-29
397 days,Kein Schutz,144870,2020-02-27,2021-03-30
397 days,Schutz gegen Infektion,48564,2020-02-27,2021-03-30
397 days,Schutz gegen schwere Krankheit,3301,2020-02-27,2021-03-30
398 days,Kein Schutz,144241,2020-02-27,2021-03-31
398 days,Schutz gegen Infektion,48799,2020-02-27,2021-03-31
398 days,Schutz gegen schwere Krankheit,3695,2020-02-27,2021-03-31
399 days,Kein Schutz,143663,2020-02-27,2021-04-01
399 days,Schutz gegen Infektion,49388,2020-02-27,2021-04-01
399 days,Schutz gegen schwere Krankheit,3684,2020-02-27,2021-04-01
400 days,Kein Schutz,143415,2020-02-27,2021-04-02
400 days,Schutz gegen Infektion,49929,2020-02-27,2021-04-02
400 days,Schutz gegen schwere Krankheit,3391,2020-02-27,2021-04-02
401 days,Kein Schutz,142957,2020-02-27,2021-04-03
401 days,Schutz gegen Infektion,50153,2020-02-27,2021-04-03
401 days,Schutz gegen schwere Krankheit,3625,2020-02-27,2021-04-03
402 days,Kein Schutz,142552,2020-02-27,2021-04-04
402 days,Schutz gegen Infektion,50263,2020-02-27,2021-04-04
402 days,Schutz gegen schwere Krankheit,3920,2020-02-27,2021-04-04
403 days,Kein Schutz,142441,2020-02-27,2021-04-05
403 days,Schutz gegen Infektion,50342,2020-02-27,2021-04-05
403 days,Schutz gegen schwere Krankheit,3952,2020-02-27,2021-04-05
404 days,Kein Schutz,142330,2020-02-27,2021-04-06
404 days,Schutz gegen Infektion,51158,2020-02-27,2021-04-06
404 days,Schutz gegen schwere Krankheit,3247,2020-02-27,2021-04-06
405 days,Kein Schutz,142232,2020-02-27,2021-04-07
405 days,Schutz gegen Infektion,51562,2020-02-27,2021-04-07
405 days,Schutz gegen schwere Krankheit,2941,2020-02-27,2021-04-07
406 days,Kein Schutz,142026,2020-02-27,2021-04-08
406 days,Schutz gegen Infektion,51983,2020-02-27,2021-04-08
406 days,Schutz gegen schwere Krankheit,2726,2020-02-27,2021-04-08
407 days,Kein Schutz,141770,2020-02-27,2021-04-09
407 days,Schutz gegen Infektion,52570,2020-02-27,2021-04-09
407 days,Schutz gegen schwere Krankheit,2395,2020-02-27,2021-04-09
408 days,Kein Schutz,141435,2020-02-27,2021-04-10
408 days,Schutz gegen Infektion,52803,2020-02-27,2021-04-10
408 days,Schutz gegen schwere Krankheit,2497,2020-02-27,2021-04-10
409 days,Kein Schutz,140808,2020-02-27,2021-04-11
409 days,Schutz gegen Infektion,52912,2020-02-27,2021-04-11
409 days,Schutz gegen schwere Krankheit,3015,2020-02-27,2021-04-11
410 days,Kein Schutz,140580,2020-02-27,2021-04-12
410 days,Schutz gegen Infektion,52999,2020-02-27,2021-04-12
410 days,Schutz gegen schwere Krankheit,3156,2020-02-27,2021-04-12
411 days,Kein Schutz,140460,2020-02-27,2021-04-13
411 days,Schutz gegen Infektion,53039,2020-02-27,2021-04-13
411 days,Schutz gegen schwere Krankheit,3236,2020-02-27,2021-04-13
412 days,Kein Schutz,140253,2020-02-27,2021-04-14
412 days,Schutz gegen Infektion,53246,2020-02-27,2021-04-14
412 days,Schutz gegen schwere Krankheit,3236,2020-02-27,2021-04-14
413 days,Kein Schutz,140049,2020-02-27,2021-04-15
413 days,Schutz gegen Infektion,53457,2020-02-27,2021-04-15
413 days,Schutz gegen schwere Krankheit,3229,2020-02-27,2021-04-15
414 days,Kein Schutz,139842,2020-02-27,2021-04-16
414 days,Schutz gegen Infektion,53964,2020-02-27,2021-04-16
414 days,Schutz gegen schwere Krankheit,2929,2020-02-27,2021-04-16
415 days,Kein Schutz,139442,2020-02-27,2021-04-17
415 days,Schutz gegen Infektion,54279,2020-02-27,2021-04-17
415 days,Schutz gegen schwere Krankheit,3014,2020-02-27,2021-04-17
416 days,Kein Schutz,139112,2020-02-27,2021-04-18
416 days,Schutz gegen Infektion,54357,2020-02-27,2021-04-18
416 days,Schutz gegen schwere Krankheit,3266,2020-02-27,2021-04-18
417 days,Kein Schutz,138842,2020-02-27,2021-04-19
417 days,Schutz gegen Infektion,54438,2020-02-27,2021-04-19
417 days,Schutz gegen schwere Krankheit,3455,2020-02-27,2021-04-19
418 days,Kein Schutz,138531,2020-02-27,2021-04-20
418 days,Schutz gegen Infektion,54549,2020-02-27,2021-04-20
418 days,Schutz gegen schwere Krankheit,3655,2020-02-27,2021-04-20
419 days,Kein Schutz,138261,2020-02-27,2021-04-21
419 days,Schutz gegen Infektion,54565,2020-02-27,2021-04-21
419 days,Schutz gegen schwere Krankheit,3909,2020-02-27,2021-04-21
420 days,Kein Schutz,138004,2020-02-27,2021-04-22
420 days,Schutz gegen Infektion,54489,2020-02-27,2021-04-22
420 days,Schutz gegen schwere Krankheit,4242,2020-02-27,2021-04-22
421 days,Kein Schutz,137665,2020-02-27,2021-04-23
421 days,Schutz gegen Infektion,54743,2020-02-27,2021-04-23
421 days,Schutz gegen schwere Krankheit,4327,2020-02-27,2021-04-23
422 days,Kein Schutz,137110,2020-02-27,2021-04-24
422 days,Schutz gegen Infektion,54760,2020-02-27,2021-04-24
422 days,Schutz gegen schwere Krankheit,4865,2020-02-27,2021-04-24
423 days,Kein Schutz,136079,2020-02-27,2021-04-25
423 days,Schutz gegen Infektion,54764,2020-02-27,2021-04-25
423 days,Schutz gegen schwere Krankheit,5892,2020-02-27,2021-04-25
424 days,Kein Schutz,135452,2020-02-27,2021-04-26
424 days,Schutz gegen Infektion,54673,2020-02-27,2021-04-26
424 days,Schutz gegen schwere Krankheit,6610,2020-02-27,2021-04-26
425 days,Kein Schutz,135088,2020-02-27,2021-04-27
425 days,Schutz gegen Infektion,54598,2020-02-27,2021-04-27
425 days,Schutz gegen schwere Krankheit,7049,2020-02-27,2021-04-27
426 days,Kein Schutz,134727,2020-02-27,2021-04-28
426 days,Schutz gegen Infektion,54573,2020-02-27,2021-04-28
426 days,Schutz gegen schwere Krankheit,7435,2020-02-27,2021-04-28
427 days,Kein Schutz,133997,2020-02-27,2021-04-29
427 days,Schutz gegen Infektion,54543,2020-02-27,2021-04-29
427 days,Schutz gegen schwere Krankheit,8195,2020-02-27,2021-04-29
428 days,Kein Schutz,133285,2020-02-27,2021-04-30
428 days,Schutz gegen Infektion,54995,2020-02-27,2021-04-30
428 days,Schutz gegen schwere Krankheit,8455,2020-02-27,2021-04-30
429 days,Kein Schutz,132581,2020-02-27,2021-05-01
429 days,Schutz gegen Infektion,55857,2020-02-27,2021-05-01
429 days,Schutz gegen schwere Krankheit,8297,2020-02-27,2021-05-01
430 days,Kein Schutz,132167,2020-02-27,2021-05-02
430 days,Schutz gegen Infektion,55999,2020-02-27,2021-05-02
430 days,Schutz gegen schwere Krankheit,8569,2020-02-27,2021-05-02
431 days,Kein Schutz,131953,2020-02-27,2021-05-03
431 days,Schutz gegen Infektion,55860,2020-02-27,2021-05-03
431 days,Schutz gegen schwere Krankheit,8922,2020-02-27,2021-05-03
432 days,Kein Schutz,131725,2020-02-27,2021-05-04
432 days,Schutz gegen Infektion,55974,2020-02-27,2021-05-04
432 days,Schutz gegen schwere Krankheit,9036,2020-02-27,2021-05-04
433 days,Kein Schutz,131591,2020-02-27,2021-05-05
433 days,Schutz gegen Infektion,56580,2020-02-27,2021-05-05
433 days,Schutz gegen schwere Krankheit,8564,2020-02-27,2021-05-05
434 days,Kein Schutz,131335,2020-02-27,2021-05-06
434 days,Schutz gegen Infektion,56684,2020-02-27,2021-05-06
434 days,Schutz gegen schwere Krankheit,8716,2020-02-27,2021-05-06
435 days,Kein Schutz,131125,2020-02-27,2021-05-07
435 days,Schutz gegen Infektion,57036,2020-02-27,2021-05-07
435 days,Schutz gegen schwere Krankheit,8574,2020-02-27,2021-05-07
436 days,Kein Schutz,130806,2020-02-27,2021-05-08
436 days,Schutz gegen Infektion,57143,2020-02-27,2021-05-08
436 days,Schutz gegen schwere Krankheit,8786,2020-02-27,2021-05-08
437 days,Kein Schutz,130242,2020-02-27,2021-05-09
437 days,Schutz gegen Infektion,57087,2020-02-27,2021-05-09
437 days,Schutz gegen schwere Krankheit,9406,2020-02-27,2021-05-09
438 days,Kein Schutz,129509,2020-02-27,2021-05-10
438 days,Schutz gegen Infektion,57015,2020-02-27,2021-05-10
438 days,Schutz gegen schwere Krankheit,10211,2020-02-27,2021-05-10
439 days,Kein Schutz,129315,2020-02-27,2021-05-11
439 days,Schutz gegen Infektion,56770,2020-02-27,2021-05-11
439 days,Schutz gegen schwere Krankheit,10650,2020-02-27,2021-05-11
440 days,Kein Schutz,128863,2020-02-27,2021-05-12
440 days,Schutz gegen Infektion,56443,2020-02-27,2021-05-12
440 days,Schutz gegen schwere Krankheit,11429,2020-02-27,2021-05-12
441 days,Kein Schutz,127999,2020-02-27,2021-05-13
441 days,Schutz gegen Infektion,56086,2020-02-27,2021-05-13
441 days,Schutz gegen schwere Krankheit,12650,2020-02-27,2021-05-13
442 days,Kein Schutz,127357,2020-02-27,2021-05-14
442 days,Schutz gegen Infektion,55825,2020-02-27,2021-05-14
442 days,Schutz gegen schwere Krankheit,13553,2020-02-27,2021-05-14
443 days,Kein Schutz,127035,2020-02-27,2021-05-15
443 days,Schutz gegen Infektion,56274,2020-02-27,2021-05-15
443 days,Schutz gegen schwere Krankheit,13426,2020-02-27,2021-05-15
444 days,Kein Schutz,126883,2020-02-27,2021-05-16
444 days,Schutz gegen Infektion,56254,2020-02-27,2021-05-16
444 days,Schutz gegen schwere Krankheit,13598,2020-02-27,2021-05-16
445 days,Kein Schutz,126701,2020-02-27,2021-05-17
445 days,Schutz gegen Infektion,55992,2020-02-27,2021-05-17
445 days,Schutz gegen schwere Krankheit,14042,2020-02-27,2021-05-17
446 days,Kein Schutz,126593,2020-02-27,2021-05-18
446 days,Schutz gegen Infektion,56233,2020-02-27,2021-05-18
446 days,Schutz gegen schwere Krankheit,13909,2020-02-27,2021-05-18
447 days,Kein Schutz,126091,2020-02-27,2021-05-19
447 days,Schutz gegen Infektion,56720,2020-02-27,2021-05-19
447 days,Schutz gegen schwere Krankheit,13924,2020-02-27,2021-05-19
448 days,Kein Schutz,124861,2020-02-27,2021-05-20
448 days,Schutz gegen Infektion,56781,2020-02-27,2021-05-20
448 days,Schutz gegen schwere Krankheit,15093,2020-02-27,2021-05-20
449 days,Kein Schutz,123711,2020-02-27,2021-05-21
449 days,Schutz gegen Infektion,56565,2020-02-27,2021-05-21
449 days,Schutz gegen schwere Krankheit,16459,2020-02-27,2021-05-21
450 days,Kein Schutz,122650,2020-02-27,2021-05-22
450 days,Schutz gegen Infektion,56358,2020-02-27,2021-05-22
450 days,Schutz gegen schwere Krankheit,17727,2020-02-27,2021-05-22
451 days,Kein Schutz,121597,2020-02-27,2021-05-23
451 days,Schutz gegen Infektion,56240,2020-02-27,2021-05-23
451 days,Schutz gegen schwere Krankheit,18898,2020-02-27,2021-05-23
452 days,Kein Schutz,120260,2020-02-27,2021-05-24
452 days,Schutz gegen Infektion,55959,2020-02-27,2021-05-24
452 days,Schutz gegen schwere Krankheit,20516,2020-02-27,2021-05-24
453 days,Kein Schutz,118718,2020-02-27,2021-05-25
453 days,Schutz gegen Infektion,56463,2020-02-27,2021-05-25
453 days,Schutz gegen schwere Krankheit,21554,2020-02-27,2021-05-25
454 days,Kein Schutz,117547,2020-02-27,2021-05-26
454 days,Schutz gegen Infektion,57112,2020-02-27,2021-05-26
454 days,Schutz gegen schwere Krankheit,22076,2020-02-27,2021-05-26
455 days,Kein Schutz,116219,2020-02-27,2021-05-27
455 days,Schutz gegen Infektion,57819,2020-02-27,2021-05-27
455 days,Schutz gegen schwere Krankheit,22697,2020-02-27,2021-05-27
456 days,Kein Schutz,115036,2020-02-27,2021-05-28
456 days,Schutz gegen Infektion,58640,2020-02-27,2021-05-28
456 days,Schutz gegen schwere Krankheit,23059,2020-02-27,2021-05-28
457 days,Kein Schutz,113415,2020-02-27,2021-05-29
457 days,Schutz gegen Infektion,59436,2020-02-27,2021-05-29
457 days,Schutz gegen schwere Krankheit,23884,2020-02-27,2021-05-29
458 days,Kein Schutz,112677,2020-02-27,2021-05-30
458 days,Schutz gegen Infektion,60802,2020-02-27,2021-05-30
458 days,Schutz gegen schwere Krankheit,23256,2020-02-27,2021-05-30
459 days,Kein Schutz,112064,2020-02-27,2021-05-31
459 days,Schutz gegen Infektion,61688,2020-02-27,2021-05-31
459 days,Schutz gegen schwere Krankheit,22983,2020-02-27,2021-05-31
460 days,Kein Schutz,110653,2020-02-27,2021-06-01
460 days,Schutz gegen Infektion,62552,2020-02-27,2021-06-01
460 days,Schutz gegen schwere Krankheit,23530,2020-02-27,2021-06-01
461 days,Kein Schutz,109966,2020-02-27,2021-06-02
461 days,Schutz gegen Infektion,63363,2020-02-27,2021-06-02
461 days,Schutz gegen schwere Krankheit,23406,2020-02-27,2021-06-02
462 days,Kein Schutz,108627,2020-02-27,2021-06-03
462 days,Schutz gegen Infektion,64482,2020-02-27,2021-06-03
462 days,Schutz gegen schwere Krankheit,23626,2020-02-27,2021-06-03
463 days,Kein Schutz,107467,2020-02-27,2021-06-04
463 days,Schutz gegen Infektion,65295,2020-02-27,2021-06-04
463 days,Schutz gegen schwere Krankheit,23973,2020-02-27,2021-06-04
464 days,Kein Schutz,106611,2020-02-27,2021-06-05
464 days,Schutz gegen Infektion,65475,2020-02-27,2021-06-05
464 days,Schutz gegen schwere Krankheit,24649,2020-02-27,2021-06-05
465 days,Kein Schutz,105274,2020-02-27,2021-06-06
465 days,Schutz gegen Infektion,66390,2020-02-27,2021-06-06
465 days,Schutz gegen schwere Krankheit,25071,2020-02-27,2021-06-06
466 days,Kein Schutz,103971,2020-02-27,2021-06-07
466 days,Schutz gegen Infektion,66955,2020-02-27,2021-06-07
466 days,Schutz gegen schwere Krankheit,25809,2020-02-27,2021-06-07
467 days,Kein Schutz,102792,2020-02-27,2021-06-08
467 days,Schutz gegen Infektion,67445,2020-02-27,2021-06-08
467 days,Schutz gegen schwere Krankheit,26498,2020-02-27,2021-06-08
468 days,Kein Schutz,101977,2020-02-27,2021-06-09
468 days,Schutz gegen Infektion,68434,2020-02-27,2021-06-09
468 days,Schutz gegen schwere Krankheit,26324,2020-02-27,2021-06-09
469 days,Kein Schutz,101151,2020-02-27,2021-06-10
469 days,Schutz gegen Infektion,68617,2020-02-27,2021-06-10
469 days,Schutz gegen schwere Krankheit,26967,2020-02-27,2021-06-10
470 days,Kein Schutz,99938,2020-02-27,2021-06-11
470 days,Schutz gegen Infektion,69369,2020-02-27,2021-06-11
470 days,Schutz gegen schwere Krankheit,27428,2020-02-27,2021-06-11
471 days,Kein Schutz,98387,2020-02-27,2021-06-12
471 days,Schutz gegen Infektion,70489,2020-02-27,2021-06-12
471 days,Schutz gegen schwere Krankheit,27859,2020-02-27,2021-06-12
472 days,Kein Schutz,96641,2020-02-27,2021-06-13
472 days,Schutz gegen Infektion,71475,2020-02-27,2021-06-13
472 days,Schutz gegen schwere Krankheit,28619,2020-02-27,2021-06-13
473 days,Kein Schutz,94831,2020-02-27,2021-06-14
473 days,Schutz gegen Infektion,72184,2020-02-27,2021-06-14
473 days,Schutz gegen schwere Krankheit,29720,2020-02-27,2021-06-14
474 days,Kein Schutz,93107,2020-02-27,2021-06-15
474 days,Schutz gegen Infektion,72475,2020-02-27,2021-06-15
474 days,Schutz gegen schwere Krankheit,31153,2020-02-27,2021-06-15
475 days,Kein Schutz,91602,2020-02-27,2021-06-16
475 days,Schutz gegen Infektion,73040,2020-02-27,2021-06-16
475 days,Schutz gegen schwere Krankheit,32093,2020-02-27,2021-06-16
476 days,Kein Schutz,90758,2020-02-27,2021-06-17
476 days,Schutz gegen Infektion,74097,2020-02-27,2021-06-17
476 days,Schutz gegen schwere Krankheit,31880,2020-02-27,2021-06-17
477 days,Kein Schutz,90348,2020-02-27,2021-06-18
477 days,Schutz gegen Infektion,75450,2020-02-27,2021-06-18
477 days,Schutz gegen schwere Krankheit,30937,2020-02-27,2021-06-18
478 days,Kein Schutz,89515,2020-02-27,2021-06-19
478 days,Schutz gegen Infektion,77001,2020-02-27,2021-06-19
478 days,Schutz gegen schwere Krankheit,30219,2020-02-27,2021-06-19
479 days,Kein Schutz,88284,2020-02-27,2021-06-20
479 days,Schutz gegen Infektion,78669,2020-02-27,2021-06-20
479 days,Schutz gegen schwere Krankheit,29782,2020-02-27,2021-06-20
480 days,Kein Schutz,87242,2020-02-27,2021-06-21
480 days,Schutz gegen Infektion,79954,2020-02-27,2021-06-21
480 days,Schutz gegen schwere Krankheit,29539,2020-02-27,2021-06-21
481 days,Kein Schutz,86286,2020-02-27,2021-06-22
481 days,Schutz gegen Infektion,80720,2020-02-27,2021-06-22
481 days,Schutz gegen schwere Krankheit,29729,2020-02-27,2021-06-22
482 days,Kein Schutz,85319,2020-02-27,2021-06-23
482 days,Schutz gegen Infektion,80882,2020-02-27,2021-06-23
482 days,Schutz gegen schwere Krankheit,30534,2020-02-27,2021-06-23
483 days,Kein Schutz,84239,2020-02-27,2021-06-24
483 days,Schutz gegen Infektion,81158,2020-02-27,2021-06-24
483 days,Schutz gegen schwere Krankheit,31338,2020-02-27,2021-06-24
484 days,Kein Schutz,83319,2020-02-27,2021-06-25
484 days,Schutz gegen Infektion,82087,2020-02-27,2021-06-25
484 days,Schutz gegen schwere Krankheit,31329,2020-02-27,2021-06-25
485 days,Kein Schutz,82597,2020-02-27,2021-06-26
485 days,Schutz gegen Infektion,83088,2020-02-27,2021-06-26
485 days,Schutz gegen schwere Krankheit,31050,2020-02-27,2021-06-26
486 days,Kein Schutz,81424,2020-02-27,2021-06-27
486 days,Schutz gegen Infektion,83810,2020-02-27,2021-06-27
486 days,Schutz gegen schwere Krankheit,31501,2020-02-27,2021-06-27
487 days,Kein Schutz,79934,2020-02-27,2021-06-28
487 days,Schutz gegen Infektion,84351,2020-02-27,2021-06-28
487 days,Schutz gegen schwere Krankheit,32450,2020-02-27,2021-06-28
488 days,Kein Schutz,78858,2020-02-27,2021-06-29
488 days,Schutz gegen Infektion,85224,2020-02-27,2021-06-29
488 days,Schutz gegen schwere Krankheit,32653,2020-02-27,2021-06-29
489 days,Kein Schutz,77440,2020-02-27,2021-06-30
489 days,Schutz gegen Infektion,86030,2020-02-27,2021-06-30
489 days,Schutz gegen schwere Krankheit,33265,2020-02-27,2021-06-30
490 days,Kein Schutz,76176,2020-02-27,2021-07-01
490 days,Schutz gegen Infektion,86507,2020-02-27,2021-07-01
490 days,Schutz gegen schwere Krankheit,34052,2020-02-27,2021-07-01
491 days,Kein Schutz,74799,2020-02-27,2021-07-02
